TIME   ,GSR ,EDA_Filtered,EDA_Phasic,EDA_Tonic
51:52.2,0.12,0.12        ,3.02      ,-3.13
51:52.2,0.12,0.12        ,3.01      ,-3.12
51:52.2,0.12,0.12        ,3.01      ,-3.12
51:52.3,0.12,0.12        ,3         ,-3.11
51:52.3,0.12,0.12        ,2.99      ,-3.11
51:52.3,0.12,0.12        ,2.99      ,-3.1
51:52.3,0.12,0.12        ,2.98      ,-3.09
51:52.3,0.12,0.12        ,2.98      ,-3.09
51:52.3,0.12,0.12        ,2.97      ,-3.08
51:52.3,0.12,0.12        ,2.97      ,-3.08
51:52.3,0.12,0.12        ,2.96      ,-3.07
51:52.3,0.12,0.12        ,2.95      ,-3.07
51:52.3,0.12,0.12        ,2.95      ,-3.06
51:52.3,0.12,0.12        ,2.94      ,-3.05
51:52.3,0.12,0.12        ,2.94      ,-3.05
51:52.3,0.12,0.12        ,2.93      ,-3.04
51:52.4,0.12,0.12        ,2.92      ,-3.04
51:52.4,0.12,0.12        ,2.92      ,-3.03
51:52.4,0.12,0.12        ,2.91      ,-3.03
51:52.4,0.12,0.12        ,2.91      ,-3.02
51:52.4,0.12,0.12        ,2.9       ,-3.01
51:52.4,0.12,0.12        ,2.9       ,-3.01
51:52.4,0.12,0.12        ,2.89      ,-3
51:52.4,0.12,0.12        ,2.89      ,-3
51:52.4,0.12,0.12        ,2.88      ,-2.99
51:52.4,0.12,0.12        ,2.88      ,-2.98
51:52.4,0.12,0.12        ,2.87      ,-2.98
51:52.4,0.12,0.12        ,2.87      ,-2.97
51:52.4,0.12,0.12        ,2.87      ,-2.97
51:52.5,0.12,0.12        ,2.86      ,-2.96
51:52.5,0.12,0.12        ,2.86      ,-2.96
51:52.5,0.12,0.12        ,2.85      ,-2.95
51:52.5,0.12,0.12        ,2.85      ,-2.94
51:52.5,0.12,0.12        ,2.84      ,-2.94
51:52.5,0.12,0.12        ,2.84      ,-2.93
51:52.5,0.12,0.12        ,2.83      ,-2.93
51:52.5,0.12,0.12        ,2.83      ,-2.92
51:52.5,0.12,0.12        ,2.82      ,-2.92
51:52.5,0.12,0.12        ,2.82      ,-2.91
51:52.5,0.12,0.12        ,2.81      ,-2.9
51:52.5,0.12,0.12        ,2.81      ,-2.9
51:52.5,0.12,0.12        ,2.8       ,-2.89
51:52.6,0.12,0.12        ,2.8       ,-2.89
51:52.6,0.12,0.12        ,2.79      ,-2.88
51:52.6,0.12,0.12        ,2.79      ,-2.88
51:52.6,0.12,0.12        ,2.78      ,-2.87
51:52.6,0.12,0.12        ,2.78      ,-2.86
51:52.6,0.12,0.12        ,2.77      ,-2.86
51:52.6,0.12,0.12        ,2.77      ,-2.85
51:52.6,0.12,0.12        ,2.76      ,-2.85
51:52.6,0.12,0.12        ,2.76      ,-2.84
51:52.6,0.12,0.12        ,2.75      ,-2.84
51:52.6,0.12,0.12        ,2.75      ,-2.83
51:52.6,0.13,0.12        ,2.74      ,-2.82
51:52.6,0.12,0.12        ,2.73      ,-2.82
51:52.7,0.12,0.12        ,2.73      ,-2.81
51:52.7,0.13,0.12        ,2.72      ,-2.81
51:52.7,0.12,0.12        ,2.72      ,-2.8
51:52.7,0.12,0.12        ,2.71      ,-2.8
51:52.7,0.12,0.12        ,2.71      ,-2.79
51:52.7,0.12,0.12        ,2.7       ,-2.78
51:52.7,0.13,0.12        ,2.69      ,-2.78
51:52.7,0.13,0.12        ,2.69      ,-2.77
51:52.7,0.12,0.12        ,2.68      ,-2.77
51:52.7,0.13,0.12        ,2.68      ,-2.76
51:52.7,0.12,0.12        ,2.67      ,-2.76
51:52.7,0.13,0.12        ,2.66      ,-2.75
51:52.8,0.13,0.12        ,2.66      ,-2.74
51:52.8,0.12,0.12        ,2.65      ,-2.74
51:52.8,0.12,0.12        ,2.65      ,-2.73
51:52.8,0.12,0.12        ,2.64      ,-2.73
51:52.8,0.12,0.12        ,2.63      ,-2.72
51:52.8,0.12,0.12        ,2.63      ,-2.72
51:52.8,0.12,0.12        ,2.62      ,-2.71
51:52.8,0.12,0.12        ,2.62      ,-2.7
51:52.8,0.12,0.12        ,2.61      ,-2.7
51:52.8,0.12,0.12        ,2.6       ,-2.69
51:52.8,0.12,0.12        ,2.6       ,-2.69
51:52.8,0.12,0.12        ,2.59      ,-2.68
51:52.8,0.12,0.12        ,2.58      ,-2.68
51:52.9,0.12,0.12        ,2.58      ,-2.67
51:52.9,0.12,0.12        ,2.57      ,-2.67
51:52.9,0.12,0.12        ,2.57      ,-2.66
51:52.9,0.12,0.12        ,2.56      ,-2.65
51:52.9,0.12,0.12        ,2.55      ,-2.65
51:52.9,0.12,0.12        ,2.55      ,-2.64
51:52.9,0.12,0.12        ,2.54      ,-2.64
51:52.9,0.12,0.12        ,2.53      ,-2.63
51:52.9,0.12,0.12        ,2.53      ,-2.63
51:52.9,0.12,0.12        ,2.52      ,-2.62
51:52.9,0.12,0.12        ,2.51      ,-2.61
51:52.9,0.12,0.12        ,2.51      ,-2.61
51:52.9,0.12,0.12        ,2.5       ,-2.6
51:53.0,0.12,0.12        ,2.5       ,-2.6
51:53.0,0.12,0.12        ,2.49      ,-2.59
51:53.0,0.12,0.12        ,2.48      ,-2.59
51:53.0,0.12,0.12        ,2.48      ,-2.58
51:53.0,0.12,0.12        ,2.47      ,-2.58
51:53.0,0.12,0.12        ,2.46      ,-2.57
51:53.0,0.12,0.12        ,2.46      ,-2.56
51:53.0,0.12,0.12        ,2.45      ,-2.56
51:53.0,0.12,0.12        ,2.44      ,-2.55
51:53.0,0.12,0.12        ,2.44      ,-2.55
51:53.0,0.12,0.12        ,2.43      ,-2.54
51:53.0,0.12,0.12        ,2.42      ,-2.54
51:53.0,0.12,0.12        ,2.42      ,-2.53
51:53.1,0.12,0.12        ,2.41      ,-2.52
51:53.1,0.12,0.12        ,2.4       ,-2.52
51:53.1,0.12,0.12        ,2.4       ,-2.51
51:53.1,0.12,0.12        ,2.39      ,-2.51
51:53.1,0.12,0.12        ,2.38      ,-2.5
51:53.1,0.12,0.12        ,2.38      ,-2.5
51:53.1,0.12,0.12        ,2.37      ,-2.49
51:53.1,0.12,0.12        ,2.36      ,-2.49
51:53.1,0.12,0.12        ,2.36      ,-2.48
51:53.1,0.12,0.12        ,2.35      ,-2.47
51:53.1,0.12,0.12        ,2.34      ,-2.47
51:53.1,0.12,0.12        ,2.34      ,-2.46
51:53.1,0.12,0.12        ,2.33      ,-2.46
51:53.2,0.12,0.12        ,2.32      ,-2.45
51:53.2,0.12,0.12        ,2.32      ,-2.45
51:53.2,0.12,0.12        ,2.31      ,-2.44
51:53.2,0.12,0.12        ,2.3       ,-2.44
51:53.2,0.12,0.12        ,2.3       ,-2.43
51:53.2,0.12,0.12        ,2.29      ,-2.42
51:53.2,0.12,0.12        ,2.28      ,-2.42
51:53.2,0.12,0.12        ,2.28      ,-2.41
51:53.2,0.12,0.12        ,2.27      ,-2.41
51:53.2,0.12,0.12        ,2.26      ,-2.4
51:53.2,0.12,0.12        ,2.26      ,-2.4
51:53.2,0.12,0.12        ,2.25      ,-2.39
51:53.3,0.12,0.12        ,2.24      ,-2.39
51:53.3,0.12,0.12        ,2.24      ,-2.38
51:53.3,0.12,0.12        ,2.23      ,-2.38
51:53.3,0.12,0.12        ,2.22      ,-2.37
51:53.3,0.12,0.12        ,2.22      ,-2.36
51:53.3,0.12,0.12        ,2.21      ,-2.36
51:53.3,0.12,0.12        ,2.2       ,-2.35
51:53.3,0.12,0.12        ,2.2       ,-2.35
51:53.3,0.12,0.12        ,2.19      ,-2.34
51:53.3,0.11,0.12        ,2.19      ,-2.34
51:53.3,0.12,0.12        ,2.18      ,-2.33
51:53.3,0.11,0.12        ,2.17      ,-2.33
51:53.3,0.11,0.12        ,2.17      ,-2.32
51:53.4,0.11,0.12        ,2.16      ,-2.31
51:53.4,0.11,0.12        ,2.15      ,-2.31
51:53.4,0.11,0.12        ,2.15      ,-2.3
51:53.4,0.11,0.12        ,2.14      ,-2.3
51:53.4,0.11,0.12        ,2.14      ,-2.29
51:53.4,0.11,0.12        ,2.14      ,-2.29
51:53.4,0.12,0.12        ,2.13      ,-2.28
51:53.4,0.12,0.12        ,2.13      ,-2.28
51:53.4,0.12,0.12        ,2.12      ,-2.27
51:53.4,0.12,0.12        ,2.12      ,-2.27
51:53.4,0.12,0.12        ,2.12      ,-2.26
51:53.4,0.12,0.12        ,2.11      ,-2.26
51:53.4,0.12,0.12        ,2.11      ,-2.25
51:53.5,0.12,0.12        ,2.1       ,-2.24
51:53.5,0.12,0.12        ,2.1       ,-2.24
51:53.5,0.12,0.12        ,2.09      ,-2.23
51:53.5,0.12,0.12        ,2.09      ,-2.23
51:53.5,0.12,0.12        ,2.09      ,-2.22
51:53.5,0.12,0.12        ,2.08      ,-2.22
51:53.5,0.12,0.12        ,2.08      ,-2.21
51:53.5,0.12,0.12        ,2.07      ,-2.21
51:53.5,0.12,0.12        ,2.07      ,-2.2
51:53.5,0.12,0.12        ,2.06      ,-2.2
51:53.5,0.12,0.12        ,2.06      ,-2.19
51:53.5,0.12,0.12        ,2.05      ,-2.19
51:53.5,0.12,0.12        ,2.05      ,-2.18
51:53.6,0.12,0.12        ,2.05      ,-2.17
51:53.6,0.12,0.12        ,2.04      ,-2.17
51:53.6,0.12,0.12        ,2.04      ,-2.16
