710,1015
713,1015
726,1015
739,1015
752,1015
764,1015
777,1015
790,1015
803,1015
816,1015
828,1015
841,1039
854,1039
867,1039
880,1039
892,1039
905,1039
918,1039
931,1039
943,1039
956,1039
969,992
982,992
995,992
1008,992
1020,992
1033,992
1046,992
1059,992
1072,992
1084,992
1097,992
1110,1031
1123,1031
1135,1031
1148,1031
1161,1031
1174,1031
1187,1031
1200,1031
1212,1031
1225,1023
1238,1023
1251,1023
1264,1023
1276,1023
1289,1023
1302,1023
1315,1023
1328,1023
1340,1023
1353,960
1366,960
1379,960
1392,960
1404,960
1417,960
1430,960
1443,960
1456,960
1468,937
1481,937
1494,937
1507,937
1520,937
1532,937
1545,937
1558,937
1571,937
1584,937
1596,960
1609,960
1622,960
1635,960
1648,960
1660,960
1673,960
1686,960
1699,960
1712,960
1724,960
1737,960
1750,960
1763,960
1776,960
1788,960
1801,960
1814,960
1827,960
1840,921
1852,921
1865,921
1878,921
1891,921
1904,921
1916,921
1929,921
1942,921
1955,921
1968,976
1980,976
1993,976
2006,976
2019,976
2032,976
2044,976
2057,976
2070,976
2083,976
2096,1000
2108,1000
2121,1000
2134,1000
2147,1000
2159,1000
2172,1000
2185,1000
2198,1000
2211,1000
2224,1000
2236,1000
2249,1000
2262,1000
2275,1000
2288,1000
2300,1000
2313,1000
2326,1000
2339,1000
2352,992
2364,992
2377,992
2390,992
2403,992
2416,992
2428,992
2441,992
2454,992
2467,992
2480,1007
2492,1007
2505,1007
2518,1007
2531,1007
2544,1007
2556,1007
2569,1007
2582,1007
2595,1007
2608,1031
2620,1031
2633,1031
2646,1031
2659,1031
2672,1031
2684,1031
2697,1031
2710,1031
2723,960
2736,960
2748,960
2761,960
2774,960
2787,960
2800,960
2812,960
2825,960
2838,960
2851,968
2864,968
2876,968
2889,968
2902,968
2915,968
2928,968
2940,968
2953,968
2966,968
2979,1000
2992,1000
3004,1000
3017,1000
3030,1000
3043,1000
3056,1000
3068,1000
3081,1000
3094,937
3107,937
3120,937
3132,937
3145,937
3158,937
3171,937
3183,937
3196,937
3209,937
3222,945
3235,945
3248,945
3260,945
3273,945
3286,945
3299,945
3312,945
3324,945
3337,945
3350,968
3363,968
3376,968
3388,968
3401,968
3414,968
3427,968
3440,968
3452,968
3465,976
3478,976
3491,976
3504,976
3516,976
3529,976
3542,976
3555,976
3568,976
3580,976
3593,937
3606,937
3619,937
3632,937
3644,937
3657,937
3670,937
3683,937
3696,937
3708,937
3721,937
3734,1007
3747,1007
3760,1007
3772,1007
3785,1007
3798,1007
3811,1007
3824,1007
3836,1007
3849,1007
3862,1054
3875,1054
3888,1054
3900,1054
3913,1054
3926,1054
3939,1054
3952,1054
3964,1054
3977,1054
3990,1054
4003,1039
4016,1039
4028,1039
4041,1039
4054,1039
4067,1039
4080,1039
4092,1039
4105,1039
4118,1039
4131,1054
4144,1054
4156,1054
4169,1054
4182,1054
4195,1054
4208,1054
4220,1054
4233,1054
4246,1054
4259,1054
4272,1046
4284,1046
4297,1046
4310,1046
4323,1046
4336,1046
4348,1046
4361,1046
4374,1046
4387,1046
4399,1078
4412,1078
4425,1078
4438,1078
4451,1078
4464,1078
4476,1078
4489,1078
4502,1078
4515,1078
4528,1007
4540,1007
4553,1007
4566,1007
4579,1007
4592,1007
4604,1007
4617,1007
4630,1007
4643,1007
4656,1007
4668,1023
4681,1023
4694,1023
4707,1023
4720,1023
4732,1023
4745,1023
4758,1023
4771,1023
4784,1023
4796,1062
4809,1062
4822,1062
4835,1062
4848,1062
4860,1062
4873,1062
4886,1062
4899,1062
4912,1062
4924,1039
4937,1039
4950,1039
4963,1039
4976,1039
4988,1039
5001,1039
5014,1039
5027,1039
5040,1039
5052,992
5065,992
5078,992
5091,992
5104,992
5116,992
5129,992
5142,992
5155,992
5168,992
5180,1000
5193,1000
5206,1000
5219,1000
5232,1000
5244,1000
5257,1000
5270,1000
5283,1000
5296,1000
5308,1007
5321,1007
5334,1007
5347,1007
5360,1007
5372,1007
5385,1007
5398,1007
5411,1007
5423,1007
5436,960
5449,960
5462,960
5475,960
5488,960
5500,960
5513,960
5526,960
5539,960
5552,960
5564,1023
5577,1023
5590,1023
5603,1023
5616,1023
5628,1023
5641,1023
5654,1023
5667,1023
5680,1023
5692,1007
5705,1007
5718,1007
5731,1007
5744,1007
5756,1007
5769,1007
5782,1007
5795,1007
5808,1007
5820,984
5833,984
5846,984
5859,984
5872,984
5884,984
5897,984
5910,984
5923,984
5936,984
5948,984
5961,1023
5974,1023
5987,1023
6000,1023
6012,1023
6025,1023
6038,1023
6051,1023
6064,1023
6076,1023
6089,1023
6102,1023
6115,1109
6128,1109
6140,1109
6153,1109
6166,1109
6179,1109
6192,1109
6204,1109
6217,1109
6230,1109
6243,1117
6256,1117
6268,1117
6281,1117
6294,1117
6307,1117
6320,1117
6332,1117
6345,1117
6358,1117
6371,1117
6384,1117
6396,1078
6409,1078
6422,1078
6435,1078
6448,1078
6460,1078
6473,1078
6486,1078
6499,1078
6512,1078
6524,1078
6537,1132
6550,1132
6563,1132
6576,1132
6588,1132
6601,1132
6614,1132
6627,1132
6639,1132
6652,1132
6665,1132
6678,1117
6691,1117
6704,1117
6716,1117
6729,1117
6742,1117
6755,1117
6768,1117
6780,1117
6793,1117
6806,1117
6819,1078
6832,1078
6844,1078
6857,1078
6870,1078
6883,1078
6896,1078
6908,1078
6921,1078
6934,1078
6947,1093
6960,1093
6972,1093
6985,1093
6998,1093
7011,1093
7024,1093
7036,1093
7049,1093
7062,1093
7075,1093
7088,1085
7100,1085
7113,1085
7126,1085
7139,1085
7152,1085
7164,1085
7177,1085
7190,1085
7203,1085
7216,1085
7228,1046
7241,1046
7254,1046
7267,1046
7280,1046
7292,1046
7305,1046
7318,1046
7331,1046
7344,1046
7356,1078
7369,1078
7382,1078
7395,1078
7408,1078
7420,1078
7431,1078
7439,1078
7452,1078
7465,1078
7477,1070
7490,1070
7503,1070
7516,1070
7529,1070
7541,1070
7554,1070
7567,1070
7580,1070
7593,1070
7605,992
7618,992
7631,992
7644,992
7656,992
7669,992
7682,992
7695,992
7708,992
7721,929
7733,929
7746,929
7759,929
7772,929
7785,929
7797,929
7810,929
7823,929
7836,929
7849,929
7861,929
7874,929
7887,929
7900,929
7913,929
7925,929
7938,929
7951,921
7964,921
7977,921
7989,921
8002,921
8015,921
8028,921
8041,921
8053,875
8066,875
8079,875
8092,875
8105,875
8117,875
8130,875
8143,875
8156,875
8169,843
8181,843
8194,843
8207,843
8220,843
8233,843
8245,843
8258,843
8271,843
8284,867
8297,867
8309,867
8322,867
8335,867
8348,867
8361,867
8373,859
8386,859
8399,859
8412,859
8425,859
8437,859
8450,859
8463,859
8476,789
8489,789
8501,789
8514,789
8527,789
8540,789
8553,789
8565,789
9129,679
9141,679
9154,679
9167,679
9180,679
9193,679
9205,679
9218,750
9231,750
9244,750
9257,750
9269,750
9282,750
9295,750
9730,640
9743,640
9756,640
9769,640
9781,640
9794,640
9807,640
9820,640
9833,632
9845,632
9858,632
9871,632
9884,632
9896,632
9909,632
9922,710
9935,710
9948,710
9961,710
9973,710
9986,710
9999,710
10012,710
10025,734
10037,734
10050,734
10063,734
10076,734
10089,734
10101,734
10114,734
10127,781
10140,781
10153,781
10165,781
10178,781
10191,781
10204,781
10217,789
10229,789
10242,789
10255,789
10268,789
10281,789
10293,789
10306,789
10319,789
10332,781
10345,781
10357,781
10370,781
10383,781
10396,781
10409,781
10421,781
10434,781
10447,859
10460,859
10473,859
10485,859
10498,859
10511,859
10524,859
10537,859
10549,882
10562,882
10575,882
10588,882
10601,882
10613,882
10626,882
10639,882
10652,859
10665,859
10677,859
10690,859
10703,859
10716,859
10729,859
10741,859
10754,859
10767,804
10780,804
10793,804
10805,804
10818,804
10831,804
10844,804
10857,804
10869,804
10882,835
10895,835
10908,835
10920,835
10933,835
10946,835
10959,835
10972,835
10985,835
10997,914
11010,914
11023,914
11036,914
11049,914
11061,914
11074,914
11087,914
11100,890
11113,890
11125,890
11138,890
11151,890
11164,890
11177,890
11189,890
11202,890
11215,859
11228,859
11241,859
11253,859
11266,859
11279,859
11292,859
11305,859
11317,859
11330,882
11343,882
11356,882
11369,882
11381,882
11394,882
11407,882
11420,882
11433,867
11445,867
11458,867
11471,867
11484,867
11497,867
11509,867
11522,867
11535,867
11548,835
11561,835
11573,835
11586,835
11599,835
11612,835
11625,835
11637,835
11650,835
11663,859
11676,859
