TIME,GSR,HR,RR
00:52:57,818.41 ,71.11,843
00:52:57,818.71 ,71.11,843
00:52:57,819.02 ,71.11,843
00:52:57,817.49 ,71.11,843
00:52:57,817.49 ,71.11,843
00:52:57,816.88 ,66.21,906
00:52:57,815.67 ,66.21,906
00:52:57,814.46 ,66.21,906
00:52:57,813.85 ,66.21,906
00:52:58,812.05 ,66.21,906
00:52:58,812.35 ,66.21,906
00:52:58,812.05 ,66.21,906
00:52:58,812.05 ,66.21,906
00:52:58,812.35 ,71.11,843
00:52:58,812.65 ,71.11,843
00:52:58,813.25 ,71.11,843
00:52:58,813.85 ,71.11,843
00:52:58,814.46 ,71.11,843
00:52:58,815.37 ,71.11,843
00:52:59,815.37 ,71.11,843
00:52:59,816.28 ,71.11,843
00:52:59,815.97 ,71.11,843
00:52:59,815.67 ,73.85,812
00:52:59,814.46 ,73.85,812
00:52:59,813.25 ,73.85,812
00:52:59,812.05 ,73.85,812
00:52:59,811.45 ,73.85,812
00:52:59,810.55 ,73.85,812
00:52:59,808.16 ,73.85,812
00:53:00,807.86 ,73.85,812
00:53:00,806.97 ,72.45,828
00:53:00,807.27 ,72.45,828
00:53:00,807.86 ,72.45,828
00:53:00,807.86 ,72.45,828
00:53:00,809.65 ,72.45,828
00:53:00,809.35 ,72.45,828
00:53:00,812.05 ,72.45,828
00:53:00,812.65 ,72.45,828
00:53:00,814.46 ,71.11,843
00:53:01,815.37 ,71.11,843
00:53:01,815.67 ,71.11,843
00:53:01,816.58 ,71.11,843
00:53:01,817.8  ,71.11,843
00:53:01,819.02 ,71.11,843
00:53:01,820.24 ,71.11,843
00:53:01,821.17 ,71.11,843
00:53:01,821.78 ,71.11,843
00:53:01,823.32 ,71.78,835
00:53:01,824.25 ,71.78,835
00:53:02,825.49 ,71.78,835
00:53:02,824.87 ,71.78,835
00:53:02,823.32 ,71.78,835
00:53:02,823.94 ,71.78,835
00:53:02,822.4  ,71.78,835
00:53:02,820.24 ,71.78,835
00:53:02,819.02 ,72.45,828
00:53:02,817.19 ,72.45,828
00:53:02,817.19 ,72.45,828
00:53:02,815.97 ,72.45,828
00:53:03,815.37 ,72.45,828
00:53:03,814.46 ,72.45,828
00:53:03,814.16 ,72.45,828
00:53:03,813.55 ,72.45,828
00:53:03,812.35 ,72.45,828
00:53:03,811.15 ,71.11,843
00:53:03,809.35 ,71.11,843
00:53:03,807.56 ,71.11,843
00:53:03,806.38 ,71.11,843
00:53:03,804.01 ,71.11,843
00:53:04,801.66 ,71.11,843
00:53:04,799.91 ,71.11,843
00:53:04,797.58 ,71.11,843
00:53:04,797.0  ,69.19,867
00:53:04,796.71 ,69.19,867
00:53:04,797.0  ,69.19,867
00:53:04,797.0  ,69.19,867
00:53:04,797.29 ,69.19,867
00:53:04,797.58 ,69.19,867
00:53:04,798.16 ,69.19,867
00:53:05,799.33 ,69.19,867
00:53:05,801.66 ,72.45,828
00:53:05,803.42 ,72.45,828
00:53:05,805.49 ,72.45,828
00:53:05,805.19 ,72.45,828
00:53:05,806.38 ,72.45,828
00:53:05,807.86 ,72.45,828
00:53:05,809.65 ,72.45,828
00:53:05,809.05 ,72.45,828
00:53:05,809.35 ,72.45,828
00:53:06,807.86 ,71.78,835
00:53:06,806.97 ,71.78,835
00:53:06,806.38 ,71.78,835
00:53:06,805.19 ,71.78,835
00:53:06,802.84 ,71.78,835
00:53:06,801.96 ,71.78,835
00:53:06,801.37 ,71.78,835
00:53:06,801.66 ,71.78,835
00:53:06,801.08 ,72.45,828
00:53:06,802.54 ,72.45,828
00:53:07,801.66 ,72.45,828
00:53:07,803.13 ,72.45,828
00:53:07,804.9  ,72.45,828
00:53:07,805.49 ,72.45,828
00:53:07,806.08 ,72.45,828
00:53:07,808.16 ,72.45,828
00:53:07,808.46 ,71.11,843
00:53:07,809.35 ,71.11,843
00:53:07,809.95 ,71.11,843
00:53:07,810.25 ,71.11,843
00:53:08,811.75 ,71.11,843
00:53:08,812.65 ,71.11,843
00:53:08,812.95 ,71.11,843
00:53:08,813.25 ,71.11,843
00:53:08,814.46 ,71.11,843
00:53:08,814.46 ,73.85,812
00:53:08,815.37 ,73.85,812
00:53:08,815.06 ,73.85,812
00:53:08,815.06 ,73.85,812
00:53:08,813.85 ,73.85,812
00:53:09,812.05 ,73.85,812
00:53:09,808.16 ,73.85,812
00:53:09,804.31 ,73.85,812
00:53:09,799.91 ,73.85,812
00:53:09,794.98 ,70.46,851
00:53:09,788.69 ,70.46,851
00:53:09,782.23 ,70.46,851
00:53:09,775.04 ,70.46,851
00:53:09,769.33 ,70.46,851
00:53:09,764.78 ,70.46,851
00:53:10,761.33 ,70.46,851
00:53:10,759.48 ,69.19,867
00:53:10,757.12 ,69.19,867
00:53:10,755.3  ,69.19,867
00:53:10,754.0  ,69.19,867
00:53:10,753.22 ,69.19,867
00:53:10,750.9  ,69.19,867
00:53:10,749.11 ,69.19,867
00:53:10,747.83 ,69.19,867
00:53:10,746.81 ,69.19,867
00:53:11,744.03 ,75.29,796
00:53:11,745.04 ,75.29,796
00:53:11,741.51 ,75.29,796
00:53:11,737.52 ,75.29,796
00:53:11,733.33 ,75.29,796
00:53:11,730.65 ,75.29,796
00:53:11,732.23 ,75.29,796
00:53:11,723.18 ,75.29,796
00:53:11,721.52 ,75.29,796
00:53:11,720.33 ,68.57,875
00:53:12,718.21 ,68.57,875
00:53:12,717.27 ,68.57,875
00:53:12,712.15 ,68.57,875
00:53:12,710.76 ,68.57,875
00:53:12,710.99 ,68.57,875
00:53:12,711.45 ,68.57,875
00:53:12,713.07 ,68.57,875
00:53:12,714.23 ,68.57,875
00:53:12,715.87 ,70.46,851
00:53:12,718.21 ,70.46,851
00:53:13,719.62 ,70.46,851
00:53:13,722.7  ,70.46,851
00:53:13,725.33 ,70.46,851
00:53:13,725.81 ,70.46,851
00:53:13,728.22 ,70.46,851
00:53:13,729.67 ,70.46,851
00:53:13,731.38 ,66.21,906
00:53:13,732.6  ,66.21,906
00:53:13,733.82 ,66.21,906
00:53:13,735.55 ,66.21,906
00:53:14,736.53 ,66.21,906
00:53:14,737.03 ,66.21,906
00:53:14,737.28 ,66.21,906
00:53:14,737.28 ,66.21,906
00:53:14,736.78 ,70.46,851
00:53:14,735.55 ,70.46,851
00:53:14,733.33 ,70.46,851
00:53:14,730.4  ,70.46,851
00:53:14,726.77 ,70.46,851
00:53:14,722.23 ,70.46,851
00:53:15,715.87 ,70.46,851
00:53:15,711.45 ,70.46,851
00:53:15,705.96 ,80.84,742
00:53:15,701.89 ,80.84,742
00:53:15,698.77 ,80.84,742
00:53:15,696.33 ,80.84,742
00:53:15,694.12 ,80.84,742
00:53:15,693.46 ,80.84,742
